#id	length	evalue	coverge	probability	score
TE_00012625_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.3e-60	100.0	1.0	196.2
TE_00012625_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	147	5.3e-58	46.8	0.97	189.9
TE_00012625_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	69	8.1e-18	96.1	0.88	58.2
TE_00012627_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	2.2e-17	100.0	0.9	57.1
TE_00012627_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	5.9e-70	100.0	0.96	228.5
TE_00012633_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	57	6.5e-19	23.6	0.97	62.2
TE_00012634_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	1.1e-34	98.7	0.99	112.0
TE_00012636_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	110	3.8e-28	35.7	0.99	92.4
TE_00012638_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	71	5.9e-36	40.8	0.99	117.4
TE_00012650_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	104	1.2e-49	57.5	0.99	162.0
TE_00012650_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	65	7.2e-64	25.3	0.92	209.3
TE_00012650_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	313	1.6e-121	100.0	0.97	399.1
TE_00012665_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	58	2.3e-18	24.5	0.95	60.4
TE_00012671_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	82	5.9e-17	22.5	0.92	55.6
TE_00012677_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	121	6.7e-33	90.1	0.96	107.1
TE_00012681_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	71	2.4e-25	20.6	0.95	82.9
TE_00012681_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	8.6e-21	100.0	0.95	68.0
TE_00012681_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	64	5.2e-15	32.0	0.91	49.2
TE_00012692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	3.2e-33	100.0	0.98	108.5
TE_00012692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	67	3.3e-21	86.5	0.98	69.1
TE_00012692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	169	5.1e-87	100.0	0.99	283.7
TE_00012692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.3e-66	100.0	1.0	215.2
TE_00012692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	3.2e-136	98.4	0.99	446.7
TE_00012692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	5.8e-18	100.0	0.87	58.7
TE_00012697_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	3.7e-11	100.0	0.91	37.1
TE_00012697_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	3.9e-22	100.0	0.96	72.3
TE_00012697_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	140	4.4e-38	62.9	0.93	124.5
TE_00012697_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	157	5.9e-73	61.1	0.99	238.8
TE_00012697_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	4.9e-57	100.0	0.98	185.2
TE_00012702_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	5.1e-16	100.0	0.96	52.6
TE_00012702_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.2e-24	100.0	0.98	80.4
TE_00012702_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	107	1.3e-39	54.1	0.98	129.6
TE_00012702_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.9e-117	100.0	0.99	384.0
TE_00012702_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.1e-58	100.0	0.98	190.5
TE_00012704_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	115	2.1e-26	87.5	0.96	86.0
TE_00012706_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1.1e-13	92.2	0.89	45.2
TE_00012706_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	62	6.7e-13	87.3	0.91	42.7
TE_00012706_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	1.5e-57	100.0	0.95	188.0
TE_00012706_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	115	2.5e-53	89.8	0.97	173.2
TE_00012738_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	289	5.9e-77	90.7	0.94	252.7
TE_00012768_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	62	1.2e-09	67.6	0.92	32.1
TE_00012789_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.6e-16	100.0	0.97	54.3
TE_00012789_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.7e-25	100.0	0.98	83.1
TE_00012789_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.1e-80	100.0	0.97	263.5
TE_00012789_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.3e-123	100.0	0.99	404.8
TE_00012789_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	84	1.3e-30	64.6	0.98	99.8
TE_00012794_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.3e-18	100.0	0.99	59.1
TE_00012801_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	169	2.7e-45	45.0	0.9	148.7
TE_00012806_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	65	2.1e-20	48.8	0.95	66.7
TE_00012816_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	19	0.00016	24.7	0.93	15.4
TE_00012817_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	2.2e-29	98.9	0.98	95.3
TE_00012829_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	7.2e-35	100.0	0.98	113.8
TE_00012829_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	6.5e-24	100.0	0.99	77.7
TE_00012829_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	109	1.8e-45	59.0	0.98	148.4
TE_00012829_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.3e-65	100.0	1.0	212.4
TE_00012829_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	8.6e-149	100.0	1.0	488.0
TE_00012829_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	49	2.2e-13	55.8	0.94	44.0
TE_00012836_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.7e-28	100.0	0.98	91.6
TE_00012836_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.3e-30	100.0	0.99	99.0
TE_00012836_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	156	5.6e-52	56.8	0.94	170.2
TE_00012836_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.3e-53	100.0	0.99	173.1
TE_00012840_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	60	7.6e-17	50.0	0.95	55.2
TE_00012841_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	55	2.7e-10	69.0	0.89	34.3
TE_00012841_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	1.7e-70	100.0	0.97	230.2
TE_00012845_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	308	4.6e-160	99.4	0.99	525.4
TE_00012845_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	52	1.5e-14	64.9	0.99	47.5
TE_00012845_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	44	2.3e-15	29.7	0.98	50.6
TE_00012854_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	1.5e-48	100.0	0.99	157.6
TE_00012854_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	60	3.3e-18	81.3	0.99	59.7
TE_00012855_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	130	1e-29	100.0	0.96	96.7
TE_00012861_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	80	3.6e-23	47.1	0.92	75.6
TE_00012861_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	227	8.3e-83	71.4	0.98	271.9
TE_00012863_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	2.2e-18	100.0	0.95	60.2
TE_00012863_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	96	5.4e-32	47.4	0.99	104.6
TE_00012867_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.3e-26	100.0	0.97	87.1
TE_00012867_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5e-23	100.0	1.0	74.9
TE_00012867_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	124	2e-56	71.1	0.97	184.1
TE_00012867_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	75	1.1e-15	49.0	0.86	51.8
TE_00012867_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	75	3.5e-15	88.3	0.9	49.8
TE_00012882_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	198	9.9e-56	63.0	0.95	183.0
TE_00012924_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	63	2.7e-18	40.5	0.95	59.9
TE_00012944_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.3e-56	100.0	1.0	182.8
TE_00012965_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	40	2.1e-11	21.3	0.97	37.4
TE_00012965_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	59	3.8e-12	22.4	0.93	40.0
TE_00012965_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	128	1e-28	39.9	0.94	94.2
TE_00012995_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	101	2.4e-19	76.1	0.93	63.7
TE_00012995_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.9e-21	100.0	0.99	68.5
TE_00012995_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.8e-93	100.0	1.0	304.7
TE_00012995_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.3e-61	100.0	1.0	200.7
TE_00012995_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1.4e-135	99.0	0.99	444.6
TE_00012995_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	1.1e-17	100.0	0.9	57.8
TE_00012996_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	125	1.3e-46	100.0	0.97	151.3
TE_00012996_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	73	2.1e-16	90.7	0.91	53.9
TE_00012996_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	3.5e-100	100.0	0.99	326.7
TE_00013001_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	85	1.9e-17	23.2	0.93	57.2
TE_00013001_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	117	1.1e-46	96.7	0.99	151.5
TE_00013006_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	54	1.6e-11	24.1	0.93	37.8
TE_00013008_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	61	2.3e-07	63.4	0.86	25.0
TE_00013008_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	166	1.4e-44	85.1	0.98	145.8
TE_00013008_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	132	9.9e-43	47.9	0.95	139.8
TE_00013008_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	114	1.3e-32	89.0	0.93	106.2
TE_00013030_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	2.6e-37	100.0	0.98	121.7
TE_00013030_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	162	1.4e-61	48.4	0.99	201.6
TE_00013030_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	4.4e-18	100.0	0.89	59.1
TE_00013046_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	2.1e-18	100.0	0.98	60.3
TE_00013046_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.6e-28	100.0	0.99	92.8
TE_00013046_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	97	1.8e-36	50.5	0.99	119.3
TE_00013046_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.7e-124	100.0	0.99	407.7
TE_00013046_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	8.4e-58	100.0	0.99	187.6
TE_00013067_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	93	2.6e-30	96.7	0.95	98.3
TE_00013067_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	3e-36	100.0	1.0	117.3
TE_00013067_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	205	1.9e-111	100.0	1.0	364.0
TE_00013067_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	122	1.3e-49	45.3	0.96	162.3
TE_00013067_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	118	5.3e-60	91.5	1.0	194.9
TE_00013070_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	116	3.9e-27	91.5	0.91	88.8
TE_00013070_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	6.4e-26	100.0	1.0	84.2
TE_00013070_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	49	8.7e-21	26.6	0.96	68.1
TE_00013070_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	95	5.9e-39	65.5	0.99	127.2
TE_00013070_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	298	4.7e-141	94.2	0.98	462.6
TE_00013070_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	7.1e-23	97.4	0.96	74.4
TE_00013078_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	88	2.4e-20	44.6	0.89	66.5
TE_00013089_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	56	6e-08	73.2	0.92	26.8
TE_00013111_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	94	6.2e-28	76.2	0.97	91.2
TE_00013111_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	1.4e-28	100.0	0.98	92.7
TE_00013128_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	7.6e-35	100.0	0.98	113.7
TE_00013128_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.3e-23	100.0	1.0	76.7
TE_00013128_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.1e-85	100.0	1.0	279.4
TE_00013128_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	97	3.5e-33	55.9	0.94	108.5
TE_00013128_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	6.2e-135	100.0	0.99	442.5
TE_00013128_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	2.4e-19	97.4	0.92	63.1
TE_00013135_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	8.7e-17	100.0	0.91	55.1
TE_00013135_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	64	7.8e-14	30.4	0.89	45.4
TE_00013164_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	52	3.5e-11	33.9	0.92	36.9
TE_00013164_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	84	2.2e-19	24.1	0.94	63.6
TE_00013173_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	86	1.1e-26	67.7	0.96	87.2
TE_00013178_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	8.9e-27	100.0	0.95	87.7
TE_00013178_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.8e-19	100.0	0.99	62.9
TE_00013178_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	133	1.4e-64	72.3	0.98	210.6
TE_00013178_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	90	1.5e-31	55.9	0.96	103.2
TE_00013178_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	155	3e-114	50.3	0.98	374.6
TE_00013178_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	72	2.6e-13	98.7	0.91	43.8
TE_00013179_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	64	2.3e-18	50.8	0.98	60.1
TE_00013199_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	179	4.5e-44	56.3	0.93	144.7
TE_00013200_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	9.1e-29	100.0	1.0	92.7
TE_00013200_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	1.1e-108	100.0	1.0	355.1
TE_00013200_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	72	2.3e-30	53.4	0.96	98.5
TE_00013208_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	91	2e-22	71.3	0.94	73.2
TE_00013208_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	47	3e-06	45.6	0.91	21.5
TE_00013208_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	53	3.9e-47	21.5	0.98	154.6
TE_00013208_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	313	2.7e-118	100.0	0.98	388.5
TE_00013209_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	76	5.1e-31	30.8	0.98	101.8
TE_00013214_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	62	4.8e-15	64.5	0.97	49.4
TE_00013215_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	8.7e-20	100.0	0.96	64.8
TE_00013215_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	3.2e-29	98.7	0.96	94.5
TE_00013236_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.4e-20	100.0	0.95	67.3
TE_00013236_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	63	4.8e-15	30.9	0.94	49.4
TE_00013242_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	79	7.5e-12	22.2	0.94	38.9
TE_00013248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	1.4e-29	100.0	0.98	96.7
TE_00013248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	71	6.6e-18	93.2	0.99	58.5
TE_00013248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.5e-83	99.4	0.99	272.4
TE_00013248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.3e-56	100.0	1.0	184.5
TE_00013248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	150	2.1e-64	47.4	0.98	210.9
TE_00013248_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	2.8e-17	100.0	0.87	56.5
TE_00013285_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	80	5.6e-24	100.0	0.97	78.3
TE_00013303_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	44	5.5e-19	51.9	0.96	61.7
TE_00013311_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	94	1.2e-23	96.8	0.96	76.9
TE_00013313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	3e-27	100.0	0.95	89.2
TE_00013313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.9e-20	100.0	0.99	66.6
TE_00013313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	5.9e-78	100.0	0.98	254.2
TE_00013313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.8e-61	100.0	0.99	199.6
TE_00013313_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	5.2e-17	92.2	0.81	55.6
TE_00013318_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	299	4.6e-99	94.9	0.96	325.3
TE_00013318_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	64	1.1e-11	37.7	0.93	38.4
TE_00013333_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	5.5e-15	98.9	0.96	49.3
TE_00013333_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	6e-28	100.0	0.99	90.9
TE_00013333_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	104	6.4e-36	53.6	0.96	117.5
TE_00013333_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	158	2.4e-63	60.7	0.97	207.3
TE_00013333_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.5e-60	100.0	0.99	194.2
TE_00013340_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	3.4e-12	97.8	0.87	40.4
TE_00013340_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	73	1.4e-21	100.0	0.98	70.5
TE_00013340_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	91	4.4e-32	36.1	0.82	104.9
