sample_id,sample_download_link,sample_tissue,sample_project_number,sample_description
SRR765549,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765549/SRR765549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765549/SRR765549_2.fastq.gz,mixed,PRJNA189400,"Zea mays, SD102 RNAseq"
SRR765550,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765550/SRR765550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765550/SRR765550_2.fastq.gz,mixed,PRJNA189400,"Zea mays, SD107 RNAseq"
SRR765551,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765551/SRR765551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765551/SRR765551_2.fastq.gz,mixed,PRJNA189400,"Zea mays, SD15 RNAseq"
SRR765552,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765552/SRR765552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765552/SRR765552_2.fastq.gz,mixed,PRJNA189400,"Zea mays, SD40 RNAseq"
SRR765553,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765553/SRR765553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765553/SRR765553_2.fastq.gz,mixed,PRJNA189400,"Zea mays, SD42 RNAseq"
SRR765554,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765554/SRR765554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765554/SRR765554_2.fastq.gz,mixed,PRJNA189400,"Zea mays, SD44 RNAseq"
SRR765555,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765555/SRR765555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765555/SRR765555_2.fastq.gz,mixed,PRJNA189400,"Zea mays, SG_30A RNAseq"
SRR765556,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765556/SRR765556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765556/SRR765556_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Sg1533 RNAseq"
SRR765557,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765557/SRR765557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765557/SRR765557_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Sg18 RNAseq"
SRR765558,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765558/SRR765558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765558/SRR765558_2.fastq.gz,mixed,PRJNA189400,"Zea mays, T141 RNAseq"
SRR765559,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765559/SRR765559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765559/SRR765559_2.fastq.gz,mixed,PRJNA189400,"Zea mays, T146 RNAseq"
SRR765560,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765560/SRR765560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765560/SRR765560_2.fastq.gz,mixed,PRJNA189400,"Zea mays, T232 RNAseq"
SRR765561,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765561/SRR765561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765561/SRR765561_2.fastq.gz,mixed,PRJNA189400,"Zea mays, T234 RNAseq"
SRR765562,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765562/SRR765562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765562/SRR765562_2.fastq.gz,mixed,PRJNA189400,"Zea mays, T242 RNAseq"
SRR765563,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765563/SRR765563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765563/SRR765563_2.fastq.gz,mixed,PRJNA189400,"Zea mays, T9 RNAseq"
SRR765564,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765564/SRR765564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765564/SRR765564_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Tr RNAseq"
SRR765565,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765565/SRR765565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765565/SRR765565_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Tx303 RNAseq"
SRR765566,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765566/SRR765566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765566/SRR765566_2.fastq.gz,mixed,PRJNA189400,"Zea mays, TZU-CHIAO-HSI-WU_105 RNAseq"
SRR765567,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765567/SRR765567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765567/SRR765567_2.fastq.gz,mixed,PRJNA189400,"Zea mays, U_123 RNAseq"
SRR765568,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765568/SRR765568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765568/SRR765568_2.fastq.gz,mixed,PRJNA189400,"Zea mays, U267Y RNAseq"
SRR765569,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765569/SRR765569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765569/SRR765569_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Va102 RNAseq"
SRR765570,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765570/SRR765570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765570/SRR765570_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Va14 RNAseq"
SRR765571,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765571/SRR765571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765571/SRR765571_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Va38 RNAseq"
SRR765572,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765572/SRR765572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765572/SRR765572_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Va52 RNAseq"
SRR765573,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765573/SRR765573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765573/SRR765573_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Va85 RNAseq"
SRR765574,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765574/SRR765574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765574/SRR765574_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Va99 RNAseq"
SRR765575,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765575/SRR765575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765575/SRR765575_2.fastq.gz,mixed,PRJNA189400,"Zea mays, VaW6 RNAseq"
SRR765576,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765576/SRR765576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765576/SRR765576_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W_7151 RNAseq"
SRR765577,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765577/SRR765577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765577/SRR765577_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W117Ht RNAseq"
SRR765578,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765578/SRR765578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765578/SRR765578_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W153R RNAseq"
SRR765579,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765579/SRR765579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765579/SRR765579_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W182BN RNAseq"
SRR765580,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765580/SRR765580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765580/SRR765580_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W22 RNAseq"
SRR765581,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765581/SRR765581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765581/SRR765581_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W23 RNAseq"
SRR765582,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765582/SRR765582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765582/SRR765582_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W24 RNAseq"
SRR765583,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765583/SRR765583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765583/SRR765583_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W32 RNAseq"
SRR765584,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765584/SRR765584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765584/SRR765584_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W37A RNAseq"
SRR765585,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765585/SRR765585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765585/SRR765585_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W552 RNAseq"
SRR765586,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765586/SRR765586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765586/SRR765586_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W59E RNAseq"
SRR765587,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765587/SRR765587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765587/SRR765587_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W601S RNAseq"
SRR765588,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765588/SRR765588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765588/SRR765588_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W603S RNAseq"
SRR765589,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765589/SRR765589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765589/SRR765589_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W604S RNAseq"
SRR765590,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765590/SRR765590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765590/SRR765590_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W605S RNAseq"
SRR765591,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765591/SRR765591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765591/SRR765591_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W606S RNAseq"
SRR765592,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765592/SRR765592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765592/SRR765592_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W607S RNAseq"
SRR765593,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765593/SRR765593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765593/SRR765593_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W608S RNAseq"
SRR765594,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765594/SRR765594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765594/SRR765594_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W609S RNAseq"
SRR765595,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765595/SRR765595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765595/SRR765595_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W610S RNAseq"
SRR765596,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765596/SRR765596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765596/SRR765596_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W611S RNAseq"
SRR765597,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765597/SRR765597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765597/SRR765597_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W612S RNAseq"
SRR765598,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765598/SRR765598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765598/SRR765598_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W64A RNAseq"
SRR765599,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765599/SRR765599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765599/SRR765599_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W701BC RNAseq"
SRR765600,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765600/SRR765600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765600/SRR765600_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W703 RNAseq"
SRR765601,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765601/SRR765601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765601/SRR765601_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W802G RNAseq"
SRR765602,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765602/SRR765602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765602/SRR765602_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W803G RNAseq"
SRR765603,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765603/SRR765603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765603/SRR765603_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W809G RNAseq"
SRR765604,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765604/SRR765604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765604/SRR765604_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W810G RNAseq"
SRR765605,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765605/SRR765605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765605/SRR765605_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W811G RNAseq"
SRR765606,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765606/SRR765606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765606/SRR765606_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W812G RNAseq"
SRR765607,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765607/SRR765607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765607/SRR765607_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W813G RNAseq"
SRR765608,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765608/SRR765608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765608/SRR765608_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W814G RNAseq"
SRR765609,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765609/SRR765609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765609/SRR765609_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W815G RNAseq"
SRR765610,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765610/SRR765610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765610/SRR765610_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W816G RNAseq"
SRR765611,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765611/SRR765611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765611/SRR765611_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W817G RNAseq"
SRR765612,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765612/SRR765612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765612/SRR765612_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W818G RNAseq"
SRR765613,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765613/SRR765613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765613/SRR765613_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W819G RNAseq"
SRR765614,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765614/SRR765614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765614/SRR765614_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W820G RNAseq"
SRR765615,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765615/SRR765615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765615/SRR765615_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W821G RNAseq"
SRR765616,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765616/SRR765616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765616/SRR765616_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W85 RNAseq"
SRR765617,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765617/SRR765617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765617/SRR765617_2.fastq.gz,mixed,PRJNA189400,"Zea mays, W9 RNAseq"
SRR765618,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765618/SRR765618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765618/SRR765618_2.fastq.gz,mixed,PRJNA189400,"Zea mays, WD RNAseq"
SRR765619,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765619/SRR765619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765619/SRR765619_2.fastq.gz,mixed,PRJNA189400,"Zea mays, WR3 RNAseq"
SRR765620,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765620/SRR765620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765620/SRR765620_2.fastq.gz,mixed,PRJNA189400,"Zea mays, WU-TAN-TZAO RNAseq"
SRR765621,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765621/SRR765621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765621/SRR765621_2.fastq.gz,mixed,PRJNA189400,"Zea mays, WXB6 RNAseq"
SRR765622,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765622/SRR765622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765622/SRR765622_2.fastq.gz,mixed,PRJNA189400,"Zea mays, YANG RNAseq"
SRR765623,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765623/SRR765623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765623/SRR765623_2.fastq.gz,mixed,PRJNA189400,"Zea mays, YE_4 RNAseq"
SRR765624,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765624/SRR765624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765624/SRR765624_2.fastq.gz,mixed,PRJNA189400,"Zea mays, YE-CHI-HUNG RNAseq"
SRR765625,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765625/SRR765625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765625/SRR765625_2.fastq.gz,mixed,PRJNA189400,"Zea mays, YELLOW_3-4 RNAseq"
SRR765626,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765626/SRR765626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765626/SRR765626_2.fastq.gz,mixed,PRJNA189400,"Zea mays, YING-55 RNAseq"
SRR765627,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765627/SRR765627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765627/SRR765627_2.fastq.gz,mixed,PRJNA189400,"Zea mays, YONG_28 RNAseq"
SRR765628,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765628/SRR765628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765628/SRR765628_2.fastq.gz,mixed,PRJNA189400,"Zea mays, Yu796_NS RNAseq"
SRR765755,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765755/SRR765755.fastq.gz,mixed,PRJNA189400,"Zea mays, Oh43 RNAseq"
SRR5888302,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/002/SRR5888302/SRR5888302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/002/SRR5888302/SRR5888302_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from LPS-F32 cultivar from replication 1 at 4h heat stress"
SRR5888303,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/003/SRR5888303/SRR5888303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/003/SRR5888303/SRR5888303_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from CML322cultivar from replication 3 at 4h heat stress"
SRR5888304,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/004/SRR5888304/SRR5888304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/004/SRR5888304/SRR5888304_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from Mo17  cultivar from replication 3 at 4 days of recovery at optimal temperatures"
SRR5888305,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/005/SRR5888305/SRR5888305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/005/SRR5888305/SRR5888305_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from Mo17 cultivar from replication 3 at 4days of heat stress"
SRR5888306,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/006/SRR5888306/SRR5888306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/006/SRR5888306/SRR5888306_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from Mo17 cultivar from replication 3 at 4h heat stress"
SRR5888307,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/007/SRR5888307/SRR5888307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/007/SRR5888307/SRR5888307_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from Mo17 cultivar from replication 3 at non heat stress condition"
SRR5888308,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/008/SRR5888308/SRR5888308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/008/SRR5888308/SRR5888308_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken fromMo17  cultivar from replication 2 at 4 days of recovery at optimal temperatures"
SRR5888309,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/009/SRR5888309/SRR5888309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/009/SRR5888309/SRR5888309_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from Mo17 cultivar from replication 2 at 4days of heat stress"
SRR5888310,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/000/SRR5888310/SRR5888310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/000/SRR5888310/SRR5888310_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from Mo17 cultivar from replication 2 at 4h heat stress"
SRR5888311,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/001/SRR5888311/SRR5888311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/001/SRR5888311/SRR5888311_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from Mo17 cultivar from replication 2 at non heat stress condition"
SRR5888312,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/002/SRR5888312/SRR5888312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/002/SRR5888312/SRR5888312_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from CML322cultivar from replication 3 at 4days of heat stress"
SRR5888313,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/003/SRR5888313/SRR5888313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/003/SRR5888313/SRR5888313_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from LPS-F32 cultivar from replication 1 at non heat stress condition"
SRR5888314,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/004/SRR5888314/SRR5888314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/004/SRR5888314/SRR5888314_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from Mo17 cultivar from replication 1 at 4days of heat stress"
SRR5888315,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/005/SRR5888315/SRR5888315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/005/SRR5888315/SRR5888315_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken fromMo17  cultivar from replication 1 at 4 days of recovery at optimal temperatures"
SRR5888316,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/006/SRR5888316/SRR5888316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/006/SRR5888316/SRR5888316_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from B97 cultivar from replication 2 at 4days of heat stress"
SRR5888317,ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/007/SRR5888317/SRR5888317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR588/007/SRR5888317/SRR5888317_2.fastq.gz,leaf,PRJNA396192,"Leaf transcriptome, samples taken from B97 cultivar from replication 2 at 4 days of recovery at optimal temperatures"
